emp_no,dept_no,from_date,to_date
222638,d004,3/4/1991,2/24/2002
222639,d005,11/23/1998,1/1/9999
222640,d004,10/16/1988,1/1/9999
222641,d002,10/25/1997,1/1/9999
222642,d001,6/29/1993,1/1/9999
222643,d005,3/12/1997,1/1/9999
222644,d004,6/14/1996,1/1/9999
222645,d002,11/14/1985,1/1/9999
222646,d001,1/26/1989,1/1/9999
222647,d001,11/23/1998,4/21/2001
222647,d007,6/16/1998,11/23/1998
222648,d004,10/18/1988,1/1/9999
222649,d009,12/9/1986,1/1/9999
222650,d001,10/25/1994,1/1/9999
222651,d007,7/20/1992,3/18/1998
222652,d004,4/6/1990,1/1/9999
222653,d004,7/27/1992,1/1/9999
222654,d005,9/22/1986,1/1/9999
222655,d003,3/17/1992,1/1/9999
222656,d007,4/25/1994,2/24/1998
222656,d009,2/24/1998,6/6/2002
222657,d003,2/25/1992,11/24/2000
222658,d005,4/14/1989,1/1/9999
222659,d005,12/2/1997,1/1/9999
222660,d001,3/26/1985,1/1/9999
222661,d004,4/8/1991,1/1/9999
222662,d008,4/29/1996,1/1/9999
222663,d009,8/19/1990,1/1/9999
222664,d004,6/1/1993,1/1/9999
222665,d006,8/25/1991,12/13/1997
222666,d008,6/8/1999,1/1/9999
222667,d001,5/12/1999,1/1/9999
222667,d007,4/23/1988,5/12/1999
222668,d004,10/9/1998,1/1/9999
222669,d005,4/4/1986,1/1/9999
222670,d007,3/29/1989,1/1/9999
222671,d005,4/22/1989,1/1/9999
222672,d005,4/19/1992,1/1/9999
222673,d004,8/9/1990,2/27/1991
222674,d004,6/21/1985,1/1/9999
222675,d004,6/12/1987,1/1/9999
222676,d008,5/2/1990,12/30/1997
222677,d009,7/29/1991,1/1/9999
222678,d005,7/8/1998,11/15/1999
222678,d008,11/15/1999,1/1/9999
222679,d006,12/5/1995,2/4/1997
222680,d006,3/28/1994,1/1/9999
222681,d005,12/25/1987,1/1/9999
222682,d003,11/1/1988,1/1/9999
222683,d004,6/26/1999,1/1/9999
222684,d007,7/11/1990,1/1/9999
222685,d005,7/6/1987,1/1/9999
222686,d006,1/5/1995,1/1/9999
222687,d005,8/11/1996,5/13/2000
222688,d004,6/21/1987,7/21/1994
222688,d006,7/21/1994,2/24/1998
222689,d005,11/29/1992,10/3/1996
222690,d005,10/26/1987,1/1/9999
222691,d004,7/3/1986,1/1/9999
222692,d002,5/3/1994,1/1/9999
222693,d006,3/16/1996,1/1/9999
222694,d001,11/19/1999,1/1/9999
222695,d007,11/14/1992,1/1/9999
222696,d004,8/25/1998,12/9/1998
222696,d008,4/4/1993,8/25/1998
222697,d005,1/8/1998,1/1/9999
222698,d005,11/9/1989,1/1/9999
222699,d001,1/9/1995,1/1/9999
222700,d004,7/28/1986,1/1/9999
222701,d007,6/30/1990,9/14/1991
222702,d005,2/10/1985,1/1/9999
222703,d002,6/19/1989,1/1/9999
222704,d005,3/21/1989,1/1/9999
222705,d004,12/6/1989,1/1/9999
222705,d005,10/25/1985,12/6/1989
222706,d008,1/25/1989,8/18/1989
222707,d001,9/2/1998,12/29/1998
222708,d004,6/16/1991,1/1/9999
222709,d002,1/20/1999,1/1/9999
222710,d008,4/15/1987,1/1/9999
222711,d005,1/24/1997,1/1/9999
222712,d005,8/1/1991,1/1/9999
222713,d005,1/6/1988,6/5/1988
222713,d008,6/5/1988,7/28/1988
222714,d004,2/15/1991,1/1/9999
222715,d004,10/2/1987,1/1/9999
222716,d007,12/25/1996,4/10/2001
222717,d005,7/21/1994,1/1/9999
222718,d004,11/8/1993,1/1/9999
222719,d009,5/17/1997,1/1/9999
222720,d005,12/30/1998,1/1/9999
222721,d004,5/22/1996,1/1/9999
222722,d002,1/23/2000,1/1/9999
222722,d003,7/3/1996,1/23/2000
222723,d004,4/9/1985,8/7/1985
222724,d005,6/23/1998,1/1/9999
222725,d005,4/21/1995,1/1/9999
222726,d004,7/19/1989,1/1/9999
222727,d003,2/23/1987,1/1/9999
222728,d004,2/4/1999,1/1/9999
222729,d005,7/20/1992,1/1/9999
222730,d005,10/23/1986,5/26/1990
222731,d002,12/1/1989,1/1/9999
222731,d003,10/1/1987,12/1/1989
222732,d001,6/2/1989,1/1/9999
222733,d005,8/26/1989,1/1/9999
222734,d004,8/29/1999,1/1/9999
222735,d003,4/10/1996,5/26/1996
222736,d004,11/13/1987,1/1/9999
222737,d004,9/7/1992,1/1/9999
222738,d006,7/19/1992,1/1/9999
222739,d004,10/31/1997,1/1/9999
222740,d005,7/15/1986,1/1/9999
222741,d002,2/8/1986,10/2/1986
222742,d005,5/1/2001,1/1/9999
222742,d009,6/15/1985,5/1/2001
222743,d004,11/23/1993,1/1/9999
222744,d009,8/2/1985,1/1/9999
222745,d004,3/29/1992,8/8/2000
222746,d009,9/11/1994,1/1/9999
222747,d004,7/14/1989,1/1/9999
222748,d005,9/22/1999,1/1/9999
222749,d005,12/3/1985,1/1/9999
222750,d003,10/20/1990,1/1/9999
222751,d007,2/24/1990,8/13/1996
222752,d004,2/8/1994,1/1/9999
222752,d005,10/28/1991,2/8/1994
222753,d009,1/22/1999,1/1/9999
222754,d003,11/16/1985,1/1/9999
222755,d007,8/20/1995,1/1/9999
222756,d001,3/24/1996,1/1/9999
222757,d005,8/24/1993,1/1/9999
222758,d006,11/22/1997,1/1/9999
222759,d005,1/21/2000,1/1/9999
222760,d005,11/1/1990,4/8/1997
222761,d008,5/17/1987,1/1/9999
222762,d007,12/25/1995,11/3/1998
222762,d009,11/3/1998,1/1/9999
222763,d004,7/24/1985,1/1/9999
222764,d002,3/14/1987,1/1/9999
222765,d009,11/10/1989,1/1/9999
222766,d006,7/27/1988,1/1/9999
222767,d005,8/24/1989,1/1/9999
222768,d005,4/17/1987,1/1/9999
222769,d003,10/13/1998,2/5/2001
222770,d005,8/1/1995,1/1/9999
222771,d005,10/15/1985,3/2/1989
222772,d004,9/1/1995,1/1/9999
222772,d005,7/28/1993,9/1/1995
222773,d004,1/29/1989,1/1/9999
222774,d004,8/28/1991,1/1/9999
222775,d007,4/28/1988,1/1/9999
222776,d005,3/6/1996,1/1/9999
222777,d005,1/23/1990,1/1/9999
222778,d005,5/30/1999,4/12/2001
222779,d004,7/14/1998,1/1/9999
222780,d002,11/13/1996,12/24/1996
222780,d003,12/24/1996,1/1/9999
222781,d007,8/12/1994,1/1/9999
222782,d002,5/2/1990,4/25/1999
222783,d007,1/30/2000,1/1/9999
222784,d009,5/9/1989,1/1/9999
222785,d005,5/25/1991,1/1/9999
222786,d005,11/7/1990,1/1/9999
222787,d005,5/19/1998,1/1/9999
222788,d005,4/21/1999,1/1/9999
222789,d007,10/20/1995,1/1/9999
222790,d005,6/7/1993,2/13/1997
222790,d008,5/26/1987,6/7/1993
222791,d007,1/10/1995,1/1/9999
222792,d002,1/10/2000,1/1/9999
222793,d005,6/8/1987,1/1/9999
222794,d004,2/14/1997,1/1/9999
222795,d001,1/3/1990,1/1/9999
222796,d007,6/1/1991,1/1/9999
222797,d002,11/27/1991,1/1/9999
222798,d005,1/3/1990,1/1/9999
222799,d007,5/27/1996,7/24/1996
222800,d007,3/15/1990,1/1/9999
222801,d002,4/13/1987,11/5/1988
222801,d003,11/5/1988,1/1/9999
222802,d004,8/31/1988,1/1/9999
222803,d008,3/12/1994,1/1/9999
222804,d004,1/2/1989,1/1/9999
222805,d007,8/24/1985,1/1/9999
222806,d007,3/22/1994,1/1/9999
222807,d005,12/26/1996,1/1/9999
222808,d005,11/5/1989,7/27/1992
222809,d008,4/1/1988,1/1/9999
222810,d004,11/4/1999,1/20/2001
222810,d006,1/20/2001,1/1/9999
222811,d007,10/25/1997,1/1/9999
222812,d005,2/26/1990,1/1/9999
222813,d004,1/31/1998,1/1/9999
222814,d008,6/4/1993,1/1/9999
222815,d004,8/2/1997,6/10/1998
222816,d007,4/14/1985,1/1/9999
222817,d004,1/9/1992,1/1/9999
222818,d003,1/18/1987,1/1/9999
222819,d005,6/11/1997,10/1/2001
222820,d005,8/4/1991,1/1/9999
222821,d004,5/30/1995,1/28/1997
222821,d006,1/28/1997,1/1/9999
222822,d001,6/17/1993,1/7/1999
222823,d003,1/20/1999,1/1/9999
222824,d007,2/11/1998,1/1/9999
222825,d009,7/30/1995,1/1/9999
222826,d004,10/13/1993,1/1/9999
222827,d007,10/19/1999,1/1/9999
222828,d005,8/21/1997,1/1/9999
222829,d001,10/8/1997,1/1/9999
222829,d003,10/10/1996,10/8/1997
222830,d005,2/3/1991,1/1/9999
222831,d004,12/13/1992,7/10/2001
222832,d004,9/2/1989,1/1/9999
222833,d007,12/23/1987,1/1/9999
222834,d003,4/20/1996,1/1/9999
222835,d002,2/18/1996,1/1/9999
222836,d007,8/11/1988,1/1/9999
222837,d004,4/10/1991,1/1/9999
222838,d003,1/22/1996,3/7/1997
222839,d001,5/10/2001,1/1/9999
222839,d003,11/7/1999,5/10/2001
222840,d005,9/28/1994,1/1/9999
222841,d004,12/2/1987,1/1/9999
222842,d005,11/19/1991,1/1/9999
222843,d009,5/9/1991,1/1/9999
222844,d004,4/19/1999,1/1/9999
222845,d005,9/5/1985,4/21/2001
222846,d004,11/17/1985,1/1/9999
222847,d005,9/14/2001,1/1/9999
222847,d006,11/28/1997,9/14/2001
222848,d004,2/27/1992,8/4/1996
222849,d006,8/11/1995,1/1/9999
222850,d004,10/28/1995,1/1/9999
222851,d006,5/27/1992,1/1/9999
222852,d002,12/2/1996,1/1/9999
222853,d004,7/28/1998,1/1/9999
222854,d004,2/28/1986,4/20/1986
222855,d005,3/1/1993,1/1/9999
222856,d007,6/7/1998,1/1/9999
222857,d001,12/2/1995,2/21/1999
222857,d007,5/16/1991,12/2/1995
222858,d001,10/11/1991,8/10/2001
222859,d005,4/4/1999,1/1/9999
222860,d003,9/27/1986,1/1/9999
222861,d009,12/16/1999,9/24/2001
222862,d007,1/30/1993,1/1/9999
222863,d005,9/6/1991,1/1/9999
222864,d004,7/18/1989,1/1/9999
222865,d005,1/25/1997,1/1/9999
222866,d005,11/27/1988,1/1/9999
222867,d007,6/30/1985,5/24/1991
222867,d009,5/24/1991,1/18/1998
222868,d004,2/28/1997,1/1/9999
222869,d002,6/18/1994,1/1/9999
222870,d005,4/18/1998,1/1/9999
222871,d005,7/22/1997,1/1/9999
222872,d005,7/23/1994,1/1/9999
222873,d002,3/30/1995,1/1/9999
222874,d005,1/30/1998,1/1/9999
222875,d007,5/9/1994,1/1/9999
222876,d005,1/23/1990,4/9/1997
222877,d009,10/15/1999,1/1/9999
222878,d004,12/1/1996,1/1/9999
222878,d005,5/28/1990,12/1/1996
222879,d005,5/22/1999,7/13/2002
222880,d004,9/4/1988,1/1/9999
222881,d007,7/7/1999,1/1/9999
222882,d004,1/28/1998,1/1/9999
222883,d001,9/25/1999,7/18/2001
222884,d004,8/10/1985,9/3/2000
222885,d007,12/12/1990,1/1/9999
222886,d005,10/9/1990,4/8/1991
222887,d004,8/22/1986,1/1/9999
222888,d004,5/26/1997,1/1/9999
222888,d008,12/11/1996,5/26/1997
222889,d004,9/12/1988,1/1/9999
222890,d007,6/5/1996,1/1/9999
222891,d007,7/1/1995,1/1/9999
222892,d007,11/2/1989,1/1/9999
222893,d001,6/28/1989,1/1/9999
222894,d005,5/2/1990,4/20/1994
222895,d009,2/19/1996,1/1/9999
222896,d001,8/25/1998,7/5/1999
222897,d005,9/4/1990,1/1/9999
222898,d004,6/25/1993,10/1/1993
222898,d009,10/1/1993,1/1/9999
222899,d005,2/5/1985,1/1/9999
222900,d006,10/30/1991,11/29/1997
222901,d009,10/2/1985,1/1/9999
222902,d009,9/1/1987,1/1/9999
222903,d006,7/12/1997,9/28/2000
222904,d007,2/28/1991,8/17/1995
222905,d005,11/23/1990,8/11/2001
222906,d005,10/13/1991,1/1/9999
222907,d001,5/12/2002,1/1/9999
222907,d007,5/2/1997,5/12/2002
222908,d005,2/10/1986,1/1/9999
222909,d005,10/20/1985,1/1/9999
222910,d004,6/7/1987,6/9/2002
222911,d004,6/29/1985,1/1/9999
222912,d006,10/8/1990,1/1/9999
222913,d001,3/5/1989,1/1/9999
222914,d005,10/11/1986,1/1/9999
222915,d001,10/27/1987,1/1/9999
222916,d004,9/19/1994,1/1/9999
222917,d001,3/11/2001,1/1/9999
222917,d007,8/15/1998,3/11/2001
222918,d009,1/8/1987,1/1/9999
222919,d005,12/31/1989,1/31/1999
222920,d003,10/2/1991,1/1/9999
222921,d005,2/1/1992,1/1/9999
222922,d009,7/20/1998,1/1/9999
222923,d007,5/21/1999,1/1/9999
222924,d006,1/14/1992,1/1/9999
222925,d002,10/7/1992,8/4/1997
222925,d007,8/4/1997,1/1/9999
222926,d005,12/31/1997,1/1/9999
222927,d005,12/1/1989,1/1/9999
222928,d004,9/16/1998,5/20/2002
222929,d002,2/3/1987,1/1/9999
222930,d004,1/16/1998,1/1/9999
222931,d003,7/28/1998,1/19/2001
222932,d004,5/2/1999,1/1/9999
222933,d007,6/10/1990,1/1/9999
222934,d008,8/25/1987,1/1/9999
222935,d004,10/23/1988,4/4/1999
222935,d009,4/4/1999,1/1/9999
222936,d007,12/11/1995,1/1/9999
222937,d001,4/8/1993,1/1/9999
222938,d007,12/13/1989,1/1/9999
222939,d001,12/5/1993,1/1/9999
222940,d001,8/5/1989,4/8/1990
222941,d005,10/5/1990,1/1/9999
222942,d008,9/10/1989,1/1/9999
222943,d005,8/16/1990,1/1/9999
222944,d001,5/21/1991,4/7/1993
222945,d005,4/6/1987,1/1/9999
222946,d004,4/6/1993,4/27/2002
222946,d006,4/27/2002,1/1/9999
222947,d004,9/13/1995,1/1/9999
222948,d004,2/6/1997,1/1/9999
222949,d007,9/26/1987,9/27/1993
222950,d005,2/9/1992,1/1/9999
222951,d007,9/19/1991,1/1/9999
222952,d004,4/30/1991,1/1/9999
222953,d005,10/14/1986,1/1/9999
222954,d007,3/3/1994,1/1/9999
222955,d004,12/31/1998,10/7/2001
222955,d005,3/19/1995,12/31/1998
222956,d006,11/15/1989,1/1/9999
222957,d007,2/5/1992,1/1/9999
222958,d005,6/23/1993,1/1/9999
222959,d005,5/10/1989,1/1/9999
222960,d005,1/16/1991,1/1/9999
222961,d009,10/31/1992,1/6/1999
222962,d004,10/9/1994,3/27/1998
222963,d005,1/1/1996,1/1/9999
222964,d004,11/6/1996,12/6/1999
222964,d009,12/6/1999,1/1/9999
222965,d003,1/29/2000,1/1/9999
222966,d004,5/5/1993,1/1/9999
222967,d009,9/1/1995,1/1/9999
222968,d007,12/20/1994,1/1/9999
222969,d007,6/9/1990,1/1/9999
222970,d003,10/18/1999,7/29/2002
222971,d007,6/15/1997,1/1/9999
222972,d001,4/11/2000,1/1/9999
222972,d007,6/28/1995,4/11/2000
222973,d008,10/20/1990,1/1/9999
222974,d006,7/20/1985,1/1/9999
222975,d009,8/21/1989,10/19/1990
222976,d003,1/23/1994,1/1/9999
222977,d003,7/28/1986,1/1/9999
222978,d004,4/17/1997,1/1/9999
222979,d004,8/2/1985,1/1/9999
222980,d004,3/5/1999,1/1/9999
222981,d007,10/26/1992,4/27/1994
222981,d009,4/27/1994,3/23/1995
222982,d004,6/16/1997,1/1/9999
222983,d007,9/8/1998,12/6/1998
222984,d007,7/12/1996,1/1/9999
222985,d006,8/9/1992,1/1/9999
222986,d004,1/7/1993,1/1/9999
222987,d008,2/26/1989,1/1/9999
222988,d007,7/17/1992,1/1/9999
222989,d007,12/26/1993,12/21/1995
222989,d009,12/21/1995,1/1/9999
222990,d004,8/10/1996,1/13/1998
222991,d005,11/28/1994,1/1/9999
222992,d003,12/27/1986,1/1/9999
222993,d007,5/23/1997,1/1/9999
222994,d005,12/12/1996,1/1/9999
222995,d007,4/12/1993,9/21/2001
222996,d007,8/30/1996,1/1/9999
222997,d004,9/19/1997,6/14/1998
222998,d001,10/2/1992,1/1/9999
222998,d003,2/20/1985,10/2/1992
222999,d005,12/10/1999,1/1/9999
223000,d007,10/26/1992,1/1/9999
223001,d007,11/6/1995,1/1/9999
223002,d005,2/16/1999,1/1/9999
223003,d007,3/28/1986,1/1/9999
223004,d005,9/13/1994,1/1/9999
223005,d001,4/30/1992,4/19/1995
223006,d005,1/24/1991,2/10/1991
223007,d007,2/20/1986,6/23/1995
223008,d005,5/10/1993,12/5/1994
223008,d008,3/30/1990,5/10/1993
223009,d005,9/1/1991,1/1/9999
223010,d004,11/2/1990,1/1/9999
223011,d008,2/6/1999,1/1/9999
223012,d004,6/10/1992,1/1/9999
223013,d003,12/8/1993,1/24/1999
223014,d002,4/1/1999,1/1/9999
223015,d007,6/22/1990,1/1/9999
223016,d005,5/3/1986,1/1/9999
223017,d004,7/3/1986,1/1/9999
223018,d005,10/5/1985,1/1/9999
223019,d002,6/17/1986,3/1/1993
223019,d007,3/1/1993,1/1/9999
223020,d002,11/9/1996,1/1/9999
223021,d001,3/17/1997,7/8/2002
223022,d004,8/18/1988,1/1/9999
223023,d004,5/2/1991,1/1/9999
223024,d004,2/5/1987,11/17/1997
223025,d004,10/2/1986,1/1/9999
223026,d006,8/12/1999,1/1/9999
223027,d007,4/8/1985,3/23/1988
223027,d009,3/23/1988,12/12/1995
223028,d003,7/28/1999,1/1/9999
223029,d005,11/25/1986,1/1/9999
223030,d004,1/24/1991,1/1/9999
223031,d003,2/22/1987,1/1/9999
223032,d004,3/30/1985,1/1/9999
223033,d005,10/17/1987,1/1/9999
223034,d004,6/16/1995,12/15/1999
223035,d005,9/4/1987,1/1/9999
223036,d005,11/20/1995,5/10/1998
223037,d001,6/29/1988,1/1/9999
223037,d007,12/7/1986,6/29/1988
223038,d009,10/30/1985,1/1/9999
223039,d005,7/5/1999,12/29/2000
223040,d004,4/27/1985,1/1/9999
223041,d004,4/12/1989,1/1/9999
223042,d005,8/13/1985,1/1/9999
223043,d004,4/21/1987,1/1/9999
223044,d005,10/11/1998,1/1/9999
223045,d004,7/13/1992,1/1/9999
223046,d005,8/30/1987,8/7/1988
223047,d004,4/1/1997,9/20/1997
223047,d006,9/20/1997,1/1/9999
223048,d005,5/6/1997,1/1/9999
223049,d005,11/27/1993,1/1/9999
223050,d005,12/19/1989,1/1/9999
223051,d007,5/17/1987,1/1/9999
223052,d005,12/21/1995,1/1/9999
223053,d002,8/7/1994,3/12/1996
223054,d004,11/18/1999,1/4/2000
223055,d003,7/31/1996,1/1/9999
223056,d005,1/22/1994,2/24/1994
223056,d008,2/24/1994,6/22/1995
223057,d004,9/5/1990,1/1/9999
223058,d009,12/28/1988,1/1/9999
223059,d008,8/27/1987,1/1/9999
223060,d003,1/10/1997,1/1/9999
223061,d005,5/17/1994,1/1/9999
223062,d005,12/14/1987,1/1/9999
223063,d005,4/22/1996,1/1/9999
223064,d006,7/3/1995,8/30/1995
223065,d004,8/11/1987,11/13/1995
223065,d006,11/13/1995,1/1/9999
223066,d005,11/7/1998,1/1/9999
223067,d007,1/18/1986,1/1/9999
223068,d007,1/20/1991,1/1/9999
223069,d004,1/29/2000,6/3/2002
223070,d007,7/14/1987,1/1/9999
223071,d007,9/13/1995,8/30/2000
223072,d009,6/14/1998,4/6/2001
223073,d005,6/15/1997,1/1/9999
223074,d001,5/24/1994,9/19/2000
223074,d007,9/19/2000,1/1/9999
223075,d007,6/1/1989,1/1/9999
223076,d009,6/13/1999,1/1/9999
223077,d009,1/19/1986,1/1/9999
223078,d002,11/21/1999,1/1/9999
223079,d005,7/20/1986,1/1/9999
223080,d005,1/8/1997,8/6/1998
223081,d005,10/22/1988,1/1/9999
223082,d004,11/8/1994,2/4/1997
223082,d009,2/4/1997,1/1/9999
223083,d005,11/10/1986,1/1/9999
223084,d008,11/3/1991,1/1/9999
223085,d009,8/10/1993,1/1/9999
223086,d007,3/29/1991,1/1/9999
223087,d005,6/28/1994,12/21/1996
223088,d004,5/27/1999,1/1/9999
223089,d004,9/19/1998,1/1/9999
223090,d001,8/28/1985,1/1/9999
223091,d005,7/31/1992,1/1/9999
223092,d005,1/25/1992,5/8/1997
223092,d008,5/8/1997,1/1/9999
223093,d005,8/15/1986,5/25/1997
223094,d004,4/24/1986,1/1/9999
223095,d006,7/31/1993,1/1/9999
223096,d005,7/7/1994,1/1/9999
223097,d005,8/26/1991,1/1/9999
223098,d007,7/20/1998,11/18/1998
223099,d007,2/7/1999,1/1/9999
223100,d003,11/28/1999,1/1/9999
223101,d004,7/11/1993,1/1/9999
223102,d009,4/18/1995,5/5/1995
223103,d005,10/8/1986,1/30/2000
223103,d008,1/30/2000,1/1/9999
223104,d006,2/18/1991,1/1/9999
223105,d003,6/10/1998,1/1/9999
223106,d007,1/13/1986,1/1/9999
223107,d005,5/12/1985,1/1/9999
223108,d005,11/28/1987,1/1/9999
223109,d008,4/21/1991,10/25/1997
223110,d007,12/3/1996,1/1/9999
223111,d005,9/22/1993,1/1/9999
223112,d004,9/14/1985,6/8/1989
223112,d009,6/8/1989,1/1/9999
223113,d007,8/2/1992,1/1/9999
223114,d007,10/9/1999,1/1/9999
223115,d004,1/7/1993,1/1/9999
223116,d007,6/6/1996,1/1/9999
223117,d004,8/8/1995,1/1/9999
223118,d005,5/1/1994,7/13/1997
223119,d005,2/28/1991,1/1/9999
223120,d004,10/1/2000,1/1/9999
223120,d009,11/26/1988,10/1/2000
223121,d006,12/25/1999,1/1/9999
223122,d005,6/14/1986,1/1/9999
223123,d001,1/20/1988,1/1/9999
223124,d005,12/5/1993,1/1/9999
223125,d003,1/22/2000,1/1/9999
223126,d005,12/22/1998,2/23/2002
223127,d004,7/30/1989,1/1/9999
223128,d009,9/18/1989,1/1/9999
223129,d005,12/15/1997,1/1/9999
223129,d009,12/20/1996,12/15/1997
223130,d005,4/24/1988,1/1/9999
223131,d005,5/10/1993,9/26/1996
223132,d001,12/8/1997,1/1/9999
223133,d003,7/4/1996,1/1/9999
223134,d004,9/27/1996,10/12/1997
223135,d007,2/28/1999,1/1/9999
223136,d001,6/25/1994,1/1/9999
223137,d004,5/5/1995,1/1/9999
223138,d008,4/12/1994,1/1/9999
223139,d007,12/28/1991,2/7/1993
223140,d005,8/20/2000,1/1/9999
223140,d006,4/19/1996,8/20/2000
223141,d007,7/27/1996,5/8/1999
223142,d003,1/14/1999,1/1/9999
223143,d005,3/9/1986,1/1/9999
223144,d005,4/28/1997,5/1/1999
223145,d008,8/7/1996,1/19/1997
223146,d003,6/1/1996,1/1/9999
223147,d005,4/20/1989,1/1/9999
223148,d005,9/16/1991,1/1/9999
223149,d005,11/28/1993,1/1/9999
223150,d004,6/26/1985,9/4/1990
223150,d009,9/4/1990,9/15/1997
223151,d005,2/18/1985,1/1/9999
223152,d004,10/17/1996,1/1/9999
223153,d003,8/31/1996,1/1/9999
223154,d009,2/27/1985,1/1/9999
223155,d005,1/11/1996,1/1/9999
223156,d005,6/29/1986,1/1/9999
223157,d005,1/22/1990,11/23/1992
223158,d005,6/25/1998,1/1/9999
223159,d004,6/24/1995,7/30/2002
223159,d006,7/30/2002,1/1/9999
223160,d005,9/3/1997,1/1/9999
223161,d002,10/23/1985,1/1/9999
223162,d005,7/12/1995,1/1/9999
223163,d007,3/1/1998,12/6/1999
223164,d007,3/31/1998,1/1/9999
223165,d005,8/28/1985,1/1/9999
223166,d005,10/26/1993,1/1/9999
223167,d005,9/29/1985,1/1/9999
223168,d007,4/29/1985,1/1/9999
223169,d005,7/3/1997,7/30/2002
223169,d008,7/30/2002,1/1/9999
223170,d002,4/22/1990,9/3/1999
223171,d007,2/7/1998,1/1/9999
223172,d004,10/5/1990,1/1/9999
223173,d005,6/28/1992,1/1/9999
223174,d004,1/26/2000,1/1/9999
223175,d004,5/6/1986,1/1/9999
223176,d007,12/10/1998,1/1/9999
223177,d005,7/6/1993,8/25/1997
223178,d005,10/31/1999,1/1/9999
223179,d004,7/2/1991,1/1/9999
223179,d005,6/5/1990,7/2/1991
223180,d005,4/30/1998,1/1/9999
223181,d009,8/19/1990,1/1/9999
223182,d009,6/2/1988,1/1/9999
223183,d004,4/24/1986,9/29/1990
223184,d005,9/9/1998,1/1/9999
223185,d002,4/24/1991,1/1/9999
223186,d005,11/30/1996,1/1/9999
223187,d001,5/2/1994,1/1/9999
223188,d004,5/28/1990,1/1/9999
223189,d002,8/30/1998,11/29/1998
223189,d003,11/29/1998,11/16/2000
223190,d003,3/21/1998,1/1/9999
223191,d007,11/18/1997,1/1/9999
223192,d004,6/27/1990,1/1/9999
223193,d001,10/11/1988,1/1/9999
223194,d002,1/26/1994,1/1/9999
223195,d004,7/18/1998,5/9/2001
223196,d004,3/1/1987,1/1/9999
223197,d004,9/6/1993,1/29/1995
223197,d006,1/29/1995,1/7/1998
223198,d005,5/22/1987,1/1/9999
223199,d006,8/9/1996,6/4/1997
223200,d005,12/24/1990,1/1/9999
223201,d004,9/5/1994,1/8/1996
223202,d004,1/4/1999,1/1/9999
223203,d004,3/15/1993,1/1/9999
223204,d004,6/7/1995,1/1/9999
223205,d004,8/24/1991,1/1/9999
223206,d005,6/4/1990,6/5/1992
223206,d008,6/5/1992,1/1/9999
223207,d005,5/16/1988,8/15/1990
223208,d003,12/17/1988,1/1/9999
223209,d002,5/17/1997,1/1/9999
223210,d007,2/16/1993,1/1/9999
223211,d004,2/5/1997,2/3/2002
223212,d002,2/12/1998,1/1/9999
223213,d004,3/14/1987,1/1/9999
223214,d005,9/13/1985,11/10/1989
223214,d008,11/10/1989,1/1/9999
223215,d001,8/4/1993,1/1/9999
223216,d007,4/6/1988,1/1/9999
223217,d005,11/2/1992,1/1/9999
223218,d009,5/22/1996,5/16/1999
223219,d004,4/9/1992,1/1/9999
223220,d003,12/31/1993,1/1/9999
223221,d009,2/2/1996,1/1/9999
223222,d004,4/22/1987,1/1/9999
223223,d004,10/17/1998,1/1/9999
223223,d005,5/24/1997,10/17/1998
223224,d006,11/17/1995,1/1/9999
223225,d006,10/31/1986,1/22/1988
223226,d004,11/27/1985,1/1/9999
223227,d004,9/26/1996,1/1/9999
223228,d004,7/24/1998,1/1/9999
223229,d005,10/18/1996,1/1/9999
223230,d007,7/11/1995,1/1/9999
223231,d005,7/29/1993,8/14/1998
223232,d001,3/8/1995,1/1/9999
223232,d007,11/4/1987,3/8/1995
223233,d005,11/23/1994,1/1/9999
223234,d004,1/21/1994,1/1/9999
223235,d004,12/26/1999,1/1/9999
223236,d003,4/1/1995,1/1/9999
223237,d002,12/9/1991,1/1/9999
223238,d001,11/2/1998,1/2/2001
223239,d005,8/28/1998,1/1/9999
223240,d007,2/23/1994,1/1/9999
223241,d005,6/21/1992,1/1/9999
223242,d005,12/19/1995,1/1/9999
223243,d007,6/7/1999,3/29/2002
223243,d009,3/29/2002,1/1/9999
223244,d002,4/12/1995,1/1/9999
223245,d009,8/25/1993,1/1/9999
223246,d009,12/13/1998,8/16/2000
223247,d005,4/23/1991,1/1/9999
223248,d007,9/11/1997,1/1/9999
223249,d003,4/22/1996,1/1/9999
223250,d001,9/11/1994,6/21/1995
223251,d003,1/2/1990,1/1/9999
223252,d002,12/9/1992,6/3/1993
223252,d003,6/3/1993,1/1/9999
223253,d005,12/19/1995,1/1/9999
223254,d003,3/23/1989,1/1/9999
223255,d007,12/26/1990,1/1/9999
223256,d007,1/29/1991,1/1/9999
223257,d004,12/19/1996,1/1/9999
223258,d008,6/13/1996,1/1/9999
223259,d006,7/15/1987,1/29/1999
223260,d005,12/20/1996,1/1/9999
223261,d004,11/23/1985,12/31/1998
223261,d009,12/31/1998,1/1/9999
223262,d005,8/15/1985,1/1/9999
223263,d001,7/8/1998,1/1/9999
223264,d004,9/2/1998,6/26/1999
223265,d005,2/13/1991,1/1/9999
223266,d008,9/3/1991,1/1/9999
223267,d006,8/13/1990,1/1/9999
223268,d005,6/16/1992,1/1/9999
223269,d004,2/5/1989,1/18/1995
223269,d009,9/19/1988,2/5/1989
