emp_no,salary,from_date,to_date
17814,60444,10/7/1993,10/7/1994
17814,63491,10/7/1994,10/7/1995
17814,63335,10/7/1995,10/6/1996
17814,66510,10/6/1996,10/6/1997
17814,69632,10/6/1997,10/6/1998
17814,71188,10/6/1998,10/6/1999
17814,71790,10/6/1999,10/5/2000
17814,71371,10/5/2000,10/5/2001
17814,72344,10/5/2001,1/1/9999
17815,40000,3/3/1991,3/2/1992
17815,41663,3/2/1992,3/2/1993
17815,45307,3/2/1993,3/2/1994
17815,46450,3/2/1994,3/2/1995
17815,48722,3/2/1995,3/1/1996
17815,52848,3/1/1996,3/1/1997
17815,56638,3/1/1997,3/1/1998
17815,61078,3/1/1998,3/1/1999
17815,64586,3/1/1999,2/29/2000
17815,68286,2/29/2000,2/28/2001
17815,68785,2/28/2001,2/28/2002
17815,71329,2/28/2002,1/1/9999
17816,74497,10/6/1986,10/6/1987
17816,78885,10/6/1987,10/5/1988
17816,82993,10/5/1988,10/5/1989
17816,84878,10/5/1989,10/5/1990
17816,86637,10/5/1990,10/5/1991
17816,86691,10/5/1991,10/4/1992
17816,91090,10/4/1992,10/4/1993
17816,95557,10/4/1993,10/4/1994
17816,97942,10/4/1994,10/4/1995
17816,99402,10/4/1995,10/3/1996
17816,101698,10/3/1996,10/3/1997
17816,101402,10/3/1997,10/3/1998
17816,104214,10/3/1998,10/3/1999
17816,105327,10/3/1999,10/2/2000
17816,106706,10/2/2000,10/2/2001
17816,110211,10/2/2001,1/1/9999
17817,63010,9/1/1988,9/1/1989
17817,63724,9/1/1989,9/1/1990
17817,66569,9/1/1990,9/1/1991
17817,69401,9/1/1991,8/31/1992
17817,73369,8/31/1992,8/31/1993
17817,73060,8/31/1993,8/31/1994
17817,75228,8/31/1994,8/31/1995
17817,79207,8/31/1995,8/30/1996
17817,79794,8/30/1996,8/30/1997
17817,84180,8/30/1997,8/30/1998
17817,87307,8/30/1998,8/30/1999
17817,87345,8/30/1999,8/29/2000
17817,87385,8/29/2000,8/29/2001
17817,89461,8/29/2001,1/1/9999
17818,40000,11/20/1993,11/20/1994
17818,43191,11/20/1994,11/20/1995
17818,45555,11/20/1995,11/19/1996
17818,50008,11/19/1996,11/19/1997
17818,53698,11/19/1997,11/19/1998
17818,53602,11/19/1998,11/19/1999
17818,54547,11/19/1999,11/18/2000
17818,57294,11/18/2000,11/18/2001
17818,59769,11/18/2001,1/1/9999
17819,40000,4/18/1990,4/18/1991
17819,41491,4/18/1991,4/17/1992
17819,42551,4/17/1992,4/17/1993
17819,46783,4/17/1993,4/17/1994
17819,50646,4/17/1994,4/17/1995
17819,54235,4/17/1995,4/16/1996
17819,58073,4/16/1996,4/16/1997
17819,59249,4/16/1997,4/16/1998
17819,59826,4/16/1998,4/16/1999
17819,60369,4/16/1999,4/15/2000
17819,63266,4/15/2000,4/15/2001
17819,66694,4/15/2001,4/15/2002
17819,69445,4/15/2002,1/1/9999
17820,65530,6/14/1989,6/14/1990
17820,68043,6/14/1990,6/14/1991
17820,72439,6/14/1991,6/13/1992
17820,75975,6/13/1992,6/13/1993
17820,79568,6/13/1993,6/13/1994
17820,83311,6/13/1994,6/13/1995
17820,83876,6/13/1995,6/12/1996
17820,83878,6/12/1996,6/12/1997
17820,86015,6/12/1997,6/12/1998
17820,88897,6/12/1998,6/12/1999
17820,91171,6/12/1999,6/7/2000
17821,40000,3/10/1991,3/9/1992
17821,44454,3/9/1992,3/9/1993
17821,45225,3/9/1993,3/9/1994
17821,48494,3/9/1994,3/9/1995
17821,52725,3/9/1995,3/8/1996
17821,53268,3/8/1996,3/8/1997
17821,54777,3/8/1997,3/8/1998
17821,59157,3/8/1998,3/8/1999
17821,61347,3/8/1999,3/7/2000
17821,64678,3/7/2000,3/7/2001
17821,66106,3/7/2001,3/7/2002
17821,66560,3/7/2002,1/1/9999
17822,55327,5/11/1995,5/10/1996
17822,55264,5/10/1996,5/10/1997
17822,58026,5/10/1997,5/10/1998
17822,62320,5/10/1998,5/10/1999
17822,65813,5/10/1999,5/9/2000
17822,65681,5/9/2000,5/9/2001
17822,69279,5/9/2001,5/9/2002
17822,71464,5/9/2002,1/1/9999
17823,84978,2/21/1997,2/21/1998
17823,85345,2/21/1998,2/21/1999
17823,85072,2/21/1999,2/21/2000
17823,86877,2/21/2000,2/20/2001
17823,89683,2/20/2001,2/20/2002
17823,92510,2/20/2002,1/1/9999
17824,40000,11/21/1997,11/21/1998
17824,44396,11/21/1998,11/21/1999
17824,48412,11/21/1999,11/20/2000
17824,48695,11/20/2000,11/20/2001
17824,48210,11/20/2001,1/1/9999
17825,43397,4/12/1989,4/12/1990
17825,44103,4/12/1990,4/12/1991
17825,46212,4/12/1991,4/11/1992
17825,50673,4/11/1992,4/11/1993
17825,51659,4/11/1993,4/11/1994
17825,51522,4/11/1994,4/11/1995
17825,55870,4/11/1995,4/10/1996
17825,56982,4/10/1996,6/18/1996
17826,50924,7/24/1990,7/24/1991
17826,52768,7/24/1991,7/23/1992
17826,54275,7/23/1992,7/23/1993
17826,57087,7/23/1993,7/23/1994
17826,60075,7/23/1994,7/23/1995
17826,63885,7/23/1995,7/22/1996
17826,64206,7/22/1996,7/22/1997
17826,68250,7/22/1997,7/22/1998
17826,72632,7/22/1998,7/22/1999
17826,77110,7/22/1999,7/21/2000
17826,77959,7/21/2000,7/21/2001
17826,78882,7/21/2001,7/21/2002
17826,78580,7/21/2002,1/1/9999
17827,64795,6/6/1988,6/6/1989
17827,68813,6/6/1989,6/6/1990
17827,72244,6/6/1990,6/6/1991
17827,76037,6/6/1991,6/5/1992
17827,75579,6/5/1992,6/5/1993
17827,76423,6/5/1993,6/5/1994
17827,80581,6/5/1994,6/5/1995
17827,83363,6/5/1995,6/4/1996
17827,84401,6/4/1996,6/4/1997
17827,86966,6/4/1997,6/4/1998
17827,91331,6/4/1998,6/4/1999
17827,92387,6/4/1999,6/3/2000
17827,94748,6/3/2000,6/3/2001
17827,94891,6/3/2001,6/3/2002
17827,95348,6/3/2002,1/1/9999
17828,40000,1/24/1992,1/23/1993
17828,40501,1/23/1993,1/23/1994
17828,40495,1/23/1994,1/23/1995
17828,41749,1/23/1995,1/23/1996
17828,44545,1/23/1996,1/22/1997
17828,46471,1/22/1997,1/22/1998
17828,47302,1/22/1998,1/22/1999
17828,50609,1/22/1999,1/22/2000
17828,53585,1/22/2000,1/21/2001
17828,55004,1/21/2001,1/21/2002
17828,55074,1/21/2002,1/1/9999
17829,77734,3/10/1995,3/9/1996
17829,80144,3/9/1996,3/9/1997
17829,82199,3/9/1997,3/9/1998
17829,85171,3/9/1998,3/9/1999
17829,84914,3/9/1999,3/8/2000
17829,86817,3/8/2000,3/8/2001
17829,90015,3/8/2001,3/8/2002
17829,89788,3/8/2002,1/1/9999
17830,40000,2/22/1999,2/22/2000
17830,41892,2/22/2000,2/21/2001
17830,44564,2/21/2001,2/21/2002
17830,45361,2/21/2002,1/1/9999
17831,41831,6/24/1996,6/24/1997
17831,44709,6/24/1997,6/24/1998
17831,44332,6/24/1998,6/24/1999
17831,46966,6/24/1999,6/23/2000
17831,51246,6/23/2000,6/23/2001
17831,52347,6/23/2001,6/23/2002
17831,56042,6/23/2002,1/1/9999
17832,85110,12/11/1994,11/17/1995
17833,40000,10/20/1989,10/20/1990
17833,44185,10/20/1990,10/20/1991
17833,47933,10/20/1991,10/19/1992
17833,47965,10/19/1992,10/19/1993
17833,49870,10/19/1993,10/19/1994
17833,51238,10/19/1994,10/19/1995
17833,52323,10/19/1995,10/18/1996
17833,53419,10/18/1996,10/18/1997
17833,56630,10/18/1997,10/18/1998
17833,59399,10/18/1998,10/18/1999
17833,63767,10/18/1999,10/17/2000
17833,67162,10/17/2000,10/17/2001
17833,70643,10/17/2001,1/1/9999
17834,40000,3/16/1996,3/16/1997
17834,41886,3/16/1997,3/16/1998
17834,42140,3/16/1998,3/16/1999
17834,44049,3/16/1999,3/15/2000
17834,43787,3/15/2000,3/15/2001
17834,47625,3/15/2001,3/15/2002
17834,51140,3/15/2002,1/1/9999
17835,46049,1/17/1990,1/17/1991
17835,46344,1/17/1991,1/17/1992
17835,46378,1/17/1992,1/16/1993
17835,47129,1/16/1993,1/16/1994
17835,47169,1/16/1994,1/2/1995
17836,61098,7/25/1990,7/25/1991
17836,61235,7/25/1991,7/24/1992
17836,62626,7/24/1992,7/24/1993
17836,65777,7/24/1993,7/24/1994
17836,70218,7/24/1994,7/24/1995
17836,71206,7/24/1995,7/23/1996
17836,74994,7/23/1996,7/23/1997
17836,75984,7/23/1997,7/23/1998
17836,76843,7/23/1998,7/23/1999
17836,78828,7/23/1999,7/22/2000
17836,82657,7/22/2000,7/22/2001
17836,83315,7/22/2001,7/22/2002
17836,84012,7/22/2002,1/1/9999
17837,40000,7/25/1995,7/24/1996
17837,41097,7/24/1996,7/24/1997
17837,43670,7/24/1997,7/24/1998
17837,47191,7/24/1998,7/24/1999
17837,50954,7/24/1999,7/23/2000
17837,53287,7/23/2000,7/23/2001
17837,56237,7/23/2001,7/23/2002
17837,58269,7/23/2002,1/1/9999
17838,40000,5/8/1987,5/7/1988
17838,39784,5/7/1988,5/7/1989
17838,44100,5/7/1989,5/7/1990
17838,47462,5/7/1990,5/7/1991
17838,48931,5/7/1991,5/6/1992
17838,49220,5/6/1992,5/6/1993
17838,49937,5/6/1993,5/6/1994
17838,50288,5/6/1994,5/6/1995
17838,53940,5/6/1995,5/5/1996
17838,55579,5/5/1996,5/5/1997
17838,59539,5/5/1997,5/5/1998
17838,59186,5/5/1998,5/5/1999
17838,63026,5/5/1999,5/4/2000
17838,66426,5/4/2000,5/4/2001
17838,69859,5/4/2001,5/4/2002
17838,71408,5/4/2002,1/1/9999
17839,40347,7/23/1999,7/22/2000
17839,43462,7/22/2000,7/22/2001
17839,45723,7/22/2001,7/22/2002
17839,48981,7/22/2002,1/1/9999
17840,66948,6/20/1985,6/20/1986
17840,70273,6/20/1986,6/20/1987
17840,71467,6/20/1987,6/19/1988
17840,71936,6/19/1988,6/19/1989
17840,74208,6/19/1989,6/19/1990
17840,77460,6/19/1990,6/19/1991
17840,81022,6/19/1991,6/18/1992
17840,85124,6/18/1992,6/18/1993
17840,85592,6/18/1993,6/18/1994
17840,88574,6/18/1994,6/18/1995
17840,90831,6/18/1995,6/17/1996
17840,91342,6/17/1996,6/17/1997
17840,92967,6/17/1997,6/17/1998
17840,95147,6/17/1998,6/17/1999
17840,96520,6/17/1999,6/16/2000
17840,97529,6/16/2000,6/16/2001
17840,98737,6/16/2001,6/16/2002
17840,100439,6/16/2002,1/1/9999
17841,40000,6/7/1988,6/7/1989
17841,41651,6/7/1989,6/7/1990
17841,45775,6/7/1990,6/7/1991
17841,47711,6/7/1991,6/6/1992
17841,51934,6/6/1992,6/6/1993
17841,54968,6/6/1993,6/6/1994
17841,56810,6/6/1994,6/6/1995
17841,58402,6/6/1995,6/5/1996
17841,62223,6/5/1996,6/5/1997
17841,62391,6/5/1997,6/5/1998
17841,63233,6/5/1998,6/5/1999
17841,66977,6/5/1999,6/4/2000
17841,70931,6/4/2000,6/4/2001
17841,74154,6/4/2001,6/4/2002
17841,77211,6/4/2002,1/1/9999
17842,57698,8/15/1996,8/15/1997
17842,59757,8/15/1997,8/15/1998
17842,61014,8/15/1998,8/15/1999
17842,61250,8/15/1999,8/14/2000
17842,61122,8/14/2000,8/14/2001
17842,63933,8/14/2001,1/1/9999
17843,45041,5/4/1991,5/3/1992
17843,45781,5/3/1992,4/26/1993
17844,40000,4/14/1985,4/14/1986
17844,42422,4/14/1986,4/14/1987
17844,44300,4/14/1987,4/13/1988
17844,47275,4/13/1988,4/13/1989
17844,48586,4/13/1989,4/13/1990
17844,49147,4/13/1990,4/13/1991
17844,50538,4/13/1991,4/12/1992
17844,53597,4/12/1992,4/12/1993
17844,57617,4/12/1993,4/12/1994
17844,61213,4/12/1994,4/12/1995
17844,64071,4/12/1995,4/11/1996
17844,68482,4/11/1996,4/11/1997
17844,72562,4/11/1997,4/11/1998
17844,72615,4/11/1998,4/11/1999
17844,74511,4/11/1999,4/10/2000
17844,74837,4/10/2000,4/10/2001
17844,76299,4/10/2001,4/10/2002
17844,80049,4/10/2002,1/1/9999
17845,45452,4/23/1992,4/23/1993
17845,47377,4/23/1993,4/23/1994
17845,51050,4/23/1994,4/23/1995
17845,54941,4/23/1995,4/22/1996
17845,57460,4/22/1996,4/22/1997
17845,60744,4/22/1997,4/22/1998
17845,61892,4/22/1998,4/22/1999
17845,61969,4/22/1999,4/21/2000
17845,64371,4/21/2000,4/21/2001
17845,67622,4/21/2001,4/21/2002
17845,68098,4/21/2002,1/1/9999
17846,40000,10/2/1987,10/1/1988
17846,40389,10/1/1988,10/1/1989
17846,40143,10/1/1989,10/1/1990
17846,41787,10/1/1990,10/1/1991
17846,43878,10/1/1991,9/30/1992
17846,45379,9/30/1992,9/30/1993
17846,45679,9/30/1993,9/30/1994
17846,46185,9/30/1994,9/30/1995
17846,47039,9/30/1995,9/29/1996
17846,48206,9/29/1996,9/29/1997
17846,50200,9/29/1997,9/29/1998
17846,53144,9/29/1998,9/29/1999
17846,54491,9/29/1999,9/28/2000
17846,58506,9/28/2000,9/28/2001
17846,61394,9/28/2001,1/1/9999
17847,40000,7/16/1995,7/15/1996
17847,40351,7/15/1996,7/15/1997
17847,42540,7/15/1997,7/15/1998
17847,46641,7/15/1998,7/15/1999
17847,47518,7/15/1999,7/14/2000
17847,51611,7/14/2000,7/14/2001
17847,52191,7/14/2001,7/14/2002
17847,52238,7/14/2002,1/1/9999
17848,75356,3/31/1985,3/31/1986
17848,79723,3/31/1986,3/31/1987
17848,81963,3/31/1987,3/30/1988
17848,84917,3/30/1988,3/30/1989
17848,88687,3/30/1989,3/30/1990
17848,90039,3/30/1990,3/30/1991
17848,94105,3/30/1991,3/29/1992
17848,95394,3/29/1992,3/29/1993
17848,99558,3/29/1993,3/29/1994
17848,103943,3/29/1994,3/29/1995
17848,103805,3/29/1995,3/28/1996
17848,105844,3/28/1996,3/28/1997
17848,108455,3/28/1997,3/28/1998
17848,108672,3/28/1998,3/28/1999
17848,109732,3/28/1999,3/27/2000
17848,110870,3/27/2000,3/27/2001
17848,113737,3/27/2001,3/27/2002
17848,114375,3/27/2002,1/1/9999
17849,40000,5/28/1986,5/28/1987
17849,40809,5/28/1987,5/27/1988
17849,44598,5/27/1988,5/27/1989
17849,48303,5/27/1989,5/27/1990
17849,48492,5/27/1990,5/27/1991
17849,51380,5/27/1991,5/26/1992
17849,53401,5/26/1992,5/26/1993
17849,57054,5/26/1993,5/26/1994
17849,59021,5/26/1994,5/26/1995
17849,61333,5/26/1995,5/25/1996
17849,62421,5/25/1996,5/25/1997
17849,65751,5/25/1997,5/25/1998
17849,65464,5/25/1998,5/25/1999
17849,69525,5/25/1999,5/24/2000
17849,72360,5/24/2000,5/24/2001
17849,74520,5/24/2001,5/24/2002
17849,77245,5/24/2002,1/1/9999
17850,40000,5/26/1997,5/26/1998
17850,42097,5/26/1998,5/26/1999
17850,42222,5/26/1999,5/25/2000
17850,44913,5/25/2000,5/25/2001
17850,44824,5/25/2001,5/25/2002
17850,49093,5/25/2002,1/1/9999
17851,77923,5/27/1995,5/26/1996
17851,79127,5/26/1996,5/26/1997
17851,81512,5/26/1997,5/26/1998
17851,81994,5/26/1998,5/26/1999
17851,81722,5/26/1999,5/25/2000
17851,83430,5/25/2000,5/25/2001
17851,87883,5/25/2001,7/8/2001
17852,40000,9/25/1996,9/25/1997
17852,41354,9/25/1997,9/25/1998
17852,45578,9/25/1998,9/25/1999
17852,45220,9/25/1999,9/24/2000
17852,46489,9/24/2000,9/24/2001
17852,46836,9/24/2001,1/1/9999
17853,40000,6/7/1988,6/7/1989
17853,40000,6/7/1989,6/7/1990
17853,40208,6/7/1990,6/7/1991
17853,41193,6/7/1991,6/6/1992
17853,40787,6/6/1992,6/6/1993
17853,41846,6/6/1993,6/6/1994
17853,44738,6/6/1994,6/6/1995
17853,44871,6/6/1995,6/5/1996
17853,45363,6/5/1996,6/5/1997
17853,46579,6/5/1997,8/20/1997
17854,77064,5/11/1991,5/10/1992
17854,79598,5/10/1992,5/10/1993
17854,82060,5/10/1993,5/10/1994
17854,81666,5/10/1994,5/10/1995
17854,83420,5/10/1995,5/9/1996
17854,87856,5/9/1996,5/9/1997
17854,89631,5/9/1997,5/9/1998
17854,89275,5/9/1998,5/9/1999
17854,91702,5/9/1999,5/8/2000
17854,92441,5/8/2000,5/8/2001
17854,96639,5/8/2001,5/8/2002
17854,97240,5/8/2002,1/1/9999
17855,40000,12/15/1990,12/15/1991
17855,44280,12/15/1991,12/14/1992
17855,45679,12/14/1992,12/14/1993
17855,48907,12/14/1993,12/14/1994
17855,52516,12/14/1994,12/14/1995
17855,52501,12/14/1995,12/13/1996
17855,55602,12/13/1996,12/13/1997
17855,59483,12/13/1997,12/13/1998
17855,63334,12/13/1998,12/13/1999
17855,65777,12/13/1999,12/12/2000
17855,69129,12/12/2000,12/12/2001
17855,69563,12/12/2001,1/1/9999
17856,49569,11/2/1996,11/2/1997
17856,53716,11/2/1997,11/2/1998
17856,53676,11/2/1998,11/2/1999
17856,53501,11/2/1999,11/1/2000
17856,54094,11/1/2000,11/1/2001
17856,56571,11/1/2001,1/1/9999
17857,49757,12/22/1988,12/22/1989
17857,51357,12/22/1989,12/22/1990
17857,53099,12/22/1990,12/22/1991
17857,55488,12/22/1991,12/21/1992
17857,55201,12/21/1992,12/21/1993
17857,59487,12/21/1993,12/21/1994
17857,60193,12/21/1994,12/21/1995
17857,63945,12/21/1995,12/20/1996
17857,67304,12/20/1996,12/20/1997
17857,71045,12/20/1997,12/20/1998
17857,73991,12/20/1998,12/20/1999
17857,77482,12/20/1999,12/19/2000
17857,81374,12/19/2000,12/19/2001
17857,81069,12/19/2001,4/2/2002
17858,40000,9/1/1995,8/31/1996
17858,43371,8/31/1996,8/31/1997
17858,44753,8/31/1997,8/31/1998
17858,47364,8/31/1998,8/31/1999
17858,48976,8/31/1999,8/30/2000
17858,53148,8/30/2000,8/30/2001
17858,57289,8/30/2001,1/1/9999
17859,57356,7/1/1993,7/1/1994
17859,60930,7/1/1994,7/1/1995
17859,60712,7/1/1995,6/30/1996
17859,62687,6/30/1996,6/30/1997
17859,66044,6/30/1997,6/30/1998
17859,68315,6/30/1998,6/30/1999
17859,71178,6/30/1999,6/29/2000
17859,73891,6/29/2000,6/29/2001
17859,74739,6/29/2001,6/29/2002
17859,74903,6/29/2002,1/1/9999
17860,40000,12/15/1988,12/15/1989
17860,41772,12/15/1989,12/15/1990
17860,44210,12/15/1990,12/15/1991
17860,45709,12/15/1991,12/14/1992
17860,47876,12/14/1992,12/14/1993
17860,49284,12/14/1993,12/14/1994
17860,49564,12/14/1994,12/14/1995
17860,52926,12/14/1995,12/13/1996
17860,56298,12/13/1996,12/13/1997
17860,57141,12/13/1997,12/23/1997
17861,40000,12/5/1989,12/5/1990
17861,41627,12/5/1990,12/5/1991
17861,41314,12/5/1991,12/4/1992
17861,43412,12/4/1992,12/4/1993
17861,47875,12/4/1993,12/4/1994
17861,48287,12/4/1994,12/4/1995
17861,50894,12/4/1995,12/3/1996
17861,54300,12/3/1996,12/3/1997
17861,55358,12/3/1997,12/3/1998
17861,59408,12/3/1998,12/3/1999
17861,62780,12/3/1999,12/2/2000
17861,63564,12/2/2000,12/2/2001
17861,63531,12/2/2001,1/1/9999
17862,44222,10/11/1989,10/11/1990
17862,47412,10/11/1990,10/11/1991
17862,51846,10/11/1991,10/10/1992
17862,55442,10/10/1992,10/10/1993
17862,58705,10/10/1993,10/10/1994
17862,59665,10/10/1994,10/10/1995
17862,63797,10/10/1995,10/9/1996
17862,68046,10/9/1996,10/9/1997
17862,68392,10/9/1997,10/9/1998
17862,71143,10/9/1998,10/9/1999
17862,71604,10/9/1999,10/8/2000
17862,73364,10/8/2000,10/8/2001
17862,74883,10/8/2001,1/1/9999
17863,88705,12/20/1992,12/20/1993
17863,91672,12/20/1993,12/20/1994
17863,92848,12/20/1994,1/19/1995
17864,88947,3/11/1990,3/11/1991
17864,91499,3/11/1991,3/10/1992
17864,91323,3/10/1992,3/10/1993
17864,95660,3/10/1993,3/10/1994
17864,99176,3/10/1994,3/10/1995
17864,99035,3/10/1995,3/9/1996
17864,99942,3/9/1996,3/9/1997
17864,103470,3/9/1997,3/9/1998
17864,106393,3/9/1998,3/9/1999
17864,106466,3/9/1999,3/8/2000
17864,110204,3/8/2000,3/8/2001
17864,114079,3/8/2001,3/8/2002
17864,115541,3/8/2002,1/1/9999
17865,40000,10/13/1992,10/13/1993
17865,42752,10/13/1993,10/13/1994
17865,43527,10/13/1994,10/13/1995
17865,45441,10/13/1995,10/12/1996
17865,48516,10/12/1996,10/12/1997
17865,49260,10/12/1997,10/12/1998
17865,48820,10/12/1998,10/12/1999
17865,53135,10/12/1999,10/11/2000
17865,57554,10/11/2000,10/11/2001
17865,60641,10/11/2001,1/1/9999
17866,46656,8/18/1987,8/17/1988
17866,50439,8/17/1988,8/17/1989
17866,50980,8/17/1989,8/17/1990
17866,52783,8/17/1990,8/17/1991
17866,53706,8/17/1991,8/16/1992
17866,54307,8/16/1992,8/16/1993
17866,58520,8/16/1993,8/16/1994
17866,60166,8/16/1994,8/16/1995
17866,60798,8/16/1995,8/15/1996
17866,63107,8/15/1996,8/15/1997
17866,65863,8/15/1997,8/15/1998
17866,69822,8/15/1998,8/15/1999
17866,73653,8/15/1999,8/14/2000
17866,73228,8/14/2000,8/14/2001
17866,73550,8/14/2001,1/1/9999
17867,40735,11/17/1998,11/17/1999
17867,41344,11/17/1999,11/16/2000
17867,41960,11/16/2000,11/16/2001
17867,42002,11/16/2001,1/1/9999
17868,47896,3/26/1990,3/26/1991
17868,51350,3/26/1991,3/25/1992
17868,53799,3/25/1992,8/22/1992
17869,40000,7/1/1995,6/30/1996
17869,40730,6/30/1996,6/30/1997
17869,41238,6/30/1997,6/30/1998
17869,43374,6/30/1998,6/30/1999
17869,45391,6/30/1999,6/29/2000
17869,47236,6/29/2000,6/29/2001
17869,50111,6/29/2001,6/29/2002
17869,51252,6/29/2002,1/1/9999
17870,40000,6/24/1985,6/24/1986
17870,41162,6/24/1986,6/24/1987
17870,41422,6/24/1987,6/23/1988
17870,45101,6/23/1988,6/23/1989
17870,47776,6/23/1989,6/23/1990
17870,48585,6/23/1990,6/23/1991
17870,50265,6/23/1991,6/22/1992
17870,54657,6/22/1992,6/22/1993
17870,55942,6/22/1993,6/22/1994
17870,59056,6/22/1994,6/22/1995
17870,62673,6/22/1995,6/21/1996
17870,62234,6/21/1996,6/21/1997
17870,63190,6/21/1997,6/21/1998
17870,67598,6/21/1998,6/21/1999
17870,68752,6/21/1999,6/20/2000
17870,71316,6/20/2000,6/20/2001
17870,73419,6/20/2001,6/20/2002
17870,74088,6/20/2002,1/1/9999
17871,48561,7/20/1996,7/20/1997
17871,48063,7/20/1997,7/20/1998
17871,52031,7/20/1998,7/20/1999
17871,54947,7/20/1999,7/19/2000
17871,55668,7/19/2000,7/19/2001
17871,55457,7/19/2001,7/19/2002
17871,55914,7/19/2002,1/1/9999
17872,49896,10/23/1991,10/22/1992
17872,50013,10/22/1992,10/22/1993
17872,51037,10/22/1993,10/22/1994
17872,55046,10/22/1994,10/22/1995
17872,57904,10/22/1995,10/21/1996
17872,61666,10/21/1996,10/21/1997
17872,61353,10/21/1997,10/21/1998
17872,62263,10/21/1998,10/21/1999
17872,62322,10/21/1999,10/20/2000
17872,66432,10/20/2000,10/20/2001
17872,67745,10/20/2001,1/1/9999
17873,40000,8/24/1989,8/24/1990
17873,41874,8/24/1990,8/24/1991
17873,43383,8/24/1991,8/23/1992
17873,44376,8/23/1992,8/23/1993
17873,47739,8/23/1993,8/23/1994
17873,47248,8/23/1994,8/23/1995
17873,46793,8/23/1995,8/22/1996
17873,49121,8/22/1996,8/22/1997
17873,53126,8/22/1997,8/22/1998
17873,54906,8/22/1998,8/22/1999
17873,58924,8/22/1999,8/21/2000
17873,62502,8/21/2000,8/21/2001
17873,63344,8/21/2001,1/1/9999
17874,75424,1/1/1992,12/31/1992
17874,76383,12/31/1992,12/31/1993
17874,76941,12/31/1993,12/31/1994
17874,81014,12/31/1994,12/31/1995
17874,85479,12/31/1995,12/30/1996
17874,85098,12/30/1996,12/30/1997
17874,85428,12/30/1997,12/30/1998
17874,89456,12/30/1998,12/30/1999
17874,89969,12/30/1999,12/29/2000
17874,90100,12/29/2000,12/29/2001
17874,93453,12/29/2001,1/1/9999
17875,40000,4/19/1999,3/2/2000
17876,49345,8/14/1994,8/14/1995
17876,52353,8/14/1995,8/13/1996
17876,56201,8/13/1996,8/13/1997
17876,56110,8/13/1997,8/13/1998
17876,60366,8/13/1998,8/13/1999
17876,61724,8/13/1999,8/12/2000
17876,65147,8/12/2000,8/12/2001
17876,66850,8/12/2001,1/1/9999
17877,40000,12/23/1992,12/23/1993
17877,43870,12/23/1993,12/23/1994
17877,44693,12/23/1994,12/23/1995
17877,46393,12/23/1995,12/22/1996
17877,48165,12/22/1996,12/22/1997
17877,50360,12/22/1997,12/22/1998
17877,54524,12/22/1998,12/22/1999
17877,57301,12/22/1999,12/21/2000
17877,61037,12/21/2000,12/21/2001
17877,64124,12/21/2001,1/1/9999
17878,63108,10/16/1986,10/16/1987
17878,64210,10/16/1987,10/15/1988
17878,68127,10/15/1988,10/15/1989
17878,70293,10/15/1989,10/15/1990
17878,73792,10/15/1990,10/15/1991
17878,78106,10/15/1991,10/14/1992
17878,78947,10/14/1992,10/14/1993
17878,81738,10/14/1993,10/14/1994
17878,81940,10/14/1994,10/14/1995
17878,81466,10/14/1995,10/13/1996
17878,84432,10/13/1996,10/13/1997
17878,84714,10/13/1997,10/13/1998
17878,84416,10/13/1998,10/13/1999
17878,87409,10/13/1999,10/12/2000
17878,88165,10/12/2000,10/12/2001
17878,88320,10/12/2001,1/1/9999
17879,49363,7/18/1993,7/18/1994
17879,51884,7/18/1994,7/18/1995
17879,54631,7/18/1995,7/17/1996
17879,58123,7/17/1996,7/17/1997
17879,61422,7/17/1997,7/17/1998
17879,62490,7/17/1998,7/17/1999
17879,64563,7/17/1999,7/16/2000
17879,66610,7/16/2000,7/16/2001
17879,66582,7/16/2001,7/16/2002
17879,67681,7/16/2002,1/1/9999
17880,65372,12/2/1987,12/1/1988
17880,64946,12/1/1988,12/1/1989
17880,67675,12/1/1989,12/1/1990
17880,67581,12/1/1990,12/1/1991
17880,67742,12/1/1991,11/30/1992
17880,67815,11/30/1992,11/30/1993
17880,67653,11/30/1993,11/30/1994
17880,68979,11/30/1994,11/30/1995
17880,71451,11/30/1995,11/29/1996
17880,75770,11/29/1996,11/29/1997
17880,77116,11/29/1997,11/29/1998
17880,81385,11/29/1998,11/29/1999
17880,84782,11/29/1999,11/28/2000
17880,87951,11/28/2000,11/28/2001
17880,92003,11/28/2001,1/1/9999
17881,68980,10/24/1990,10/24/1991
17881,71563,10/24/1991,10/23/1992
17881,74644,10/23/1992,10/23/1993
17881,78062,10/23/1993,10/23/1994
17881,79677,10/23/1994,10/23/1995
17881,84061,10/23/1995,10/22/1996
17881,86846,10/22/1996,10/22/1997
17881,89864,10/22/1997,10/22/1998
17881,90961,10/22/1998,10/22/1999
17881,93502,10/22/1999,10/21/2000
17881,97699,10/21/2000,10/21/2001
17881,100393,10/21/2001,1/1/9999
17882,53799,1/4/1998,1/4/1999
17882,54870,1/4/1999,1/4/2000
17882,54844,1/4/2000,1/3/2001
17882,56154,1/3/2001,5/7/2001
17883,68537,1/29/1998,1/29/1999
17883,72900,1/29/1999,1/29/2000
17883,74734,1/29/2000,1/28/2001
17883,78913,1/28/2001,1/28/2002
17883,80356,1/28/2002,1/1/9999
